80.19,84.88833333333334,85.37,85.61833333333334,85.675,85.98666666666666,85.98333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
84.85,84.28,81.7,83.97,81.91,82.09,80.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6663,0,10,23,3,54,32,33,25,17,
0,7657,20,52,5,22,22,9,150,8,
113,236,4951,947,80,85,185,71,433,123,
46,25,62,6435,2,189,6,69,93,143,
13,12,38,57,5223,15,74,7,120,1315,
129,27,43,687,121,4416,90,27,419,285,
133,28,53,27,65,210,5971,15,99,105,
14,82,69,224,67,37,7,5322,133,1241,
90,131,35,802,92,259,56,15,4749,589,
50,51,4,125,90,26,9,55,72,6581,
